index,title,type,description,genre,cast,creators
3723,Cobra Kai,series,"Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the ""Karate Kid"" films.","[""TV Action & Adventure"",""TV Dramas"",""US TV Shows""]","[""Courtney Henggeler"",""Jacob Bertrand"",""Martin Kove"",""Mary Mouser"",""Ralph Macchio"",""Tanner Buchanan"",""William Zabka"",""Xolo MaridueÃ±a""]","[""Hayden Schlossberg"",""Jon Hurwitz"",""Josh Heald""]"
3724,Hoops,series,A foul-mouthed high school basketball coach is sure he&#39;ll hit the big leagues if he can only turn his terrible team around. Good luck with that.,"[""Sitcoms"",""TV Comedies"",""Adult Animation"",""US TV Shows"",""Animation""]","[""A.D. Miles"",""Ben Hoffman"",""Cleo King"",""Eric Edelstein"",""Gil Ozeri"",""Jake Johnson"",""Mary Holland"",""Natasha Leggero"",""Nick Swardson"",""Rob Riggle"",""Ron Funches"",""Sam Richardson"",""Steve Berg""]","[""Ben Hoffman""]"
3725,Biohackers,series,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,"[""TV Dramas"",""German TV Shows"",""TV Thrillers"",""Sci-Fi TV""]","[""Adrian Julius Tillmann"",""Caro Cult"",""Jessica Schwarz"",""Jing Xiang"",""Luna Wedler"",""Sebastian Jakob Doppelbauer"",""Thomas Prenn""]","[""Christian Ditter""]"
3726,Goedam,series,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.","[""Korean Movies"",""Horror Movies"",""Supernatural Horror Movies"",""Korean TV Shows"",""TV Horror"",""Chilling Horror Movies"",""K-dramas"",""TV Mysteries""]","[""Han Ga-rim"",""Lee Hyun-joo"",""SEOLA"",""Shim So-young"",""Song Chae-yun""]","[""Hong Won-ki""]"
3727,Teenage Bounty Hunters,series,Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters.,"[""Drama Programmes"",""Crime TV Dramas"",""Teen Programmes"",""US TV Programmes"",""Comedy Programmes"",""Teen TV Dramas"",""LGBTQ TV Shows""]","[""Anjelica Bette Fellini"",""Charity Cervantes"",""Devon Hales"",""Eric Graise"",""Kadeem Hardison"",""Mackenzie Astin"",""Maddie Phillips"",""Method Man"",""Myles Evans"",""Shirley Rumierk"",""Spencer House"",""Virginia Williams"",""Wynn Everett""]","[""Kathleen Jordan""]"
3728,The Great Heist,series,"In 1994, a team of thieves plans an ambitious heist to steal millions from Colombia&#39;s Bank of the Republic. Inspired by true events.","[""Latin American TV Programmes"",""TV Thrillers""]","[""Andrés Parra"",""Christian Tappan"",""Édgar Vittorino"",""Juan Pablo Barragán"",""Juan Sebastián Calero"",""Katherine Vélez"",""Marcela Benjumea"",""Paula Castaño"",""Pedro Suárez"",""Ramsés Ramos"",""Rodrigo Jerez"",""Waldo Urrego""]","[""C.S. Prince"",""Pablo González""]"
3729,Takki,series,"In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.","[""Drama Programmes"",""Middle Eastern TV Programmes"",""Social Issue TV Dramas""]","[""Adel Redwan"",""Ali Alsharif"",""Dareen Albayedh"",""Fahad Ghazoli"",""Hind Alsaigh"",""Khairiah Abulaban"",""Khaled Bamashmoos"",""Moayed Althagafi"",""Mohammad Balkhi"",""Naif Althufairi"",""Redwan Alremey"",""Reem Alhabib""]","[""Mohammad Makki""]"
3730,Wizards: Tales of Arcadia,series,"Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.","[""TV Cartoons"",""Kids&#39; TV"",""Action & Adventure Programmes"",""Family Watch Together TV"",""Fantasy TV Shows"",""Animation""]","[""Alfred Molina"",""Colin O&#39;Donoghue"",""David Bradley"",""Emile Hirsch"",""James Faulkner"",""John Rhys-Davies"",""Lena Headey"",""Lexi Medrano"",""Stephanie Beatriz"",""Steven Yeun""]","[""Guillermo del Toro""]"
3731,Mystery Lab,series,"Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies.","[""Science & Nature Documentaries"",""Social & Cultural Documentaries"",""Docuseries"",""Science & Nature TV"",""Latin American TV Programmes"",""Brazilian TV Programmes"",""Brazilian Documentaries""]","[""Bruno Miranda"",""Felipe Castanhari"",""Guilherme Briggs"",""Lilian Regina""]","[""Felipe Castanhari""]"
3732,2gether: The Series,series,"To evade an admirer, a college student plays up a relationship with a pretend boyfriend until the act turns to reality. Adapted from JittiRain&#39;s novel.","[""TV Dramas"",""Romantic TV Dramas"",""TV Shows Based on Books"",""Thai TV Shows""]","[""Chanagun Arpornsutinan"",""Chayakorn Jutamat"",""Chinnarat Siripongchawarit"",""Jirakit Kuariyakul"",""Korawit Boonsri"",""Metawin Opas-iamkajorn"",""Pluem Pongpisal"",""Sattabut Laedeke"",""Sivakorn Lertchuchot"",""Thanatsaran Samthonglai"",""Thanawat Rattanakitpaisan"",""Vachirawit Chivaaree""]","[""Weerachit Thongjila""]"
3733,My Perfect Landing,series,Everything changes for talented young gymnast Jenny Cortez when she moves with her family from Miami to Toronto to open a new gymnastics club.,"[""Kids&#39; TV"",""Canadian TV Shows""]","[""Ajanae Stephenson"",""Francesca Van Keekan"",""Helena Marie"",""Jordan Clark"",""Morgan Wigle"",""Natasha Zaborski"",""Shawn Thompson"",""Tom Hulshof""]","[""Frank Van Keeken""]"
3734,Get Even,series,"In a secret act of skillful revenge, four private school classmates team up and work together to expose a string of schoolwide injustices.","[""TV Mysteries"",""TV Dramas"",""Crime TV Dramas"",""British TV Shows"",""Teen TV Shows"",""Family Watch Together TV"",""Teen TV Dramas""]","[""Bethany Antonia"",""Jessica Alexander"",""Kim Adis"",""Mia McKenna-Bruce""]","[""Holly Phillips""]"
3735,Unlucky Ploy,series,"In this remake of the Korean series, a man becomes mired in the lives of two women who happen to share the same name.","[""Comedy Programmes"",""Drama Programmes"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Thai TV Programmes""]","[""Anusorn Maneethet"",""Aphiradi Phawaphutanon"",""Atsadaporn Siriwattanakul"",""Attharut Krongrasri"",""Daraneenuch Pasutanavin"",""Kittiphong Dumavibhat"",""Lita Janvarapa"",""Phichikorn Ployphimana"",""Pokchat Thiamchai"",""Ronnawee Sereerat"",""Sitang Punnapob"",""Supachai Suwanon"",""Thanawetch Siriwattanakul"",""Waratthaya Wongchayaporn"",""Yani Tramod""]","[""Nopparoj Chotmunkongsit""]"
3736,Kissing Game,series,"At a high school in a rural, isolated ranching community, families panic when teens contract a mysterious ""kissing disease"" that quickly spreads.","[""Mystery Programmes"",""Drama Programmes"",""Teen Programmes"",""Latin American TV Programmes"",""Brazilian TV Programmes"",""TV Thrillers"",""LGBTQ TV Shows"",""Teen TV Dramas""]","[""Bianca Byington"",""Bruno Garcia"",""Caio Horowicz"",""Carolina del Carmen Peleritti"",""Denise Fraga"",""Esther Tinman"",""Flávio Tolezani"",""Grace Passô"",""Iza Moreira"",""Kevin Vechiatto"",""Luana Nastas"",""Michel Joelsas"",""Thomás Aquino""]","[""Esmir Filho""]"
3737,Cursed,series,"Armed with mysterious powers and a legendary sword, young rebel NimueÂ joins forces with charming mercenary Arthur on a mission to save her people.","[""Action & Adventure Programmes"",""Drama Programmes"",""Teen Programmes"",""US TV Programmes"",""Fantasy TV Programmes"",""TV Programmes Based on Books"",""Teen TV Dramas""]","[""Bella Dayne"",""Daniel Sharman"",""Devon Terrell"",""Emily Coates"",""Gustaf SkarsgÃ¥rd"",""Katherine Langford"",""Lily Newmark"",""Matt Stokoe"",""Peter Mullan"",""Sebastian Armesto"",""Shalom Brune-Franklin""]","[""Frank Miller"",""Tom Wheeler""]"
3738,Dark Desire,series,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.","[""TV Mysteries"",""Mexican TV Shows"",""Latin American TV Shows"",""TV Thrillers""]","[""Alejandro Speitzer"",""Carlos Torres"",""Carmen Beato"",""Claudia Pineda"",""Claudia Ríos"",""Eligio Meléndez"",""Erik Hayser"",""Esteban Soberanes"",""Fabián Merlo"",""Jorge Poza"",""Leticia Huijara"",""Maite Perroni"",""María Fernanda Yepes"",""Paulina Matos"",""Regina Pavón"",""Samantha Orozco"",""Toño Valdés""]","[""Leticia López Margalli""]"
3739,Sweet Munchies,series,"To get his own TV show, a chef known for delectable late-night eats tells a major lie that complicates his relationships with those around him.","[""TV Comedies"",""TV Dramas"",""Romantic TV Comedies"",""Romantic TV Dramas"",""K-dramas"",""Korean TV Shows""]","[""Gong Min-jeong"",""Jung Il-woo"",""Kang Ji-young"",""Kim Seung-soo"",""Kim Su-jin"",""Lee Hak-joo"",""Park Seong-jun"",""Yang Dae-hyeok""]","[""Park Seung-hye"",""Song Ji-won""]"
3740,About Time,series,Sparks fly between a musical actress fast approaching the end of her life span and a man who has the ability to stop her clock from ticking.,"[""Music & Musicals"",""Korean Programmes"",""K-dramas""]","[""Han Seung-yeon"",""Jung Dong-hwan"",""Kim Dong-jun"",""Kim Hae-suk"",""Kim Ro-woon"",""Lee Sang-yun"",""Lee Sung-kyoung"",""Lim Se-mi""]","[""Choo Hye-mi"",""Kim Hyeong-sik""]"
3741,Was It Love?,series,"When four very different men appear in her life, a single mother who hasn&#39;t dated in years begins to rediscover love — and herself.","[""TV Comedies"",""Romantic TV Comedies"",""Korean TV Shows"",""K-dramas"",""TV Dramas"",""Romantic TV Dramas""]","[""Kim Byung-choon"",""Kim Da-som"",""Kim Mee-kyung"",""Kim Min-jun"",""Kim Young-ah"",""Koo Ja-sung"",""Son Ho-jun"",""Song Ji-hyo"",""Song Jong-ho"",""Um Chae-young""]","[""Kim Do-hyung"",""Lee Seung-jin""]"
3742,Stateless,series,"Four strangers — a woman on the run, a brave refugee, a driven bureaucrat and a struggling dad — intersect at an Australian immigration detention center.","[""TV Dramas"",""Political TV Shows"",""Australian TV Shows"",""Social Issue TV Dramas""]","[""Asher Keddie"",""Cate Blanchett"",""Dominic West"",""Fayssal Bazzi"",""Jai Courtney"",""Yvonne Strahovski""]","[""Cate Blanchett"",""Elise McCredie"",""Tony Ayres""]"
3743,The Underclass,series,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.","[""TV Dramas"",""Teen TV Shows"",""Thai TV Shows"",""Teen TV Dramas""]","[""Chanyapuk Numprasop"",""Ekapol Deebunmee"",""Kandis Wanarun"",""Mananya Kaoju"",""Miori Ohkubo"",""Nannaphas Loetnamchoetsakun"",""Napaphat Worraphuttanon"",""Natticha Chantaravareelekha"",""Pakwan Noijaiboon"",""Panta Pattanaampaiwong"",""Phattharanarin Mueanarit"",""Praewa Suthamphong"",""Rachaya Tupkunanon"",""Rinrada Inthaisong"",""Sawanee Utoomma"",""Suchaya Saenkhot"",""Sumitra Duangkaew"",""Supasawad Buranawech"",""Tanutchai Wijitvongtong"",""Tarisa Preechatangkit"",""Thitirat Rojsangrat"",""Vathusiri Phuwapunyasiri""]","[""Pass Patthanakumjon""]"
3744,Hook,series,"Despite their fathers&#39; rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.","[""TV Comedies"",""TV Dramas"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Thai TV Shows""]","[""Jaturong Kolimart"",""Jidapa Siribunchawan"",""Kanyaphak Pongsak"",""Kittikun Tansuhas"",""Noraworn Puangumpai"",""Peemapol Panichtamrong"",""Pete Thongchua"",""Phiravich Attachitsataporn"",""Ratchanont Sukpragawp"",""Tanawat Cheawaram"",""Thime Pichitsurakit"",""Toru Takizawa"",""Yanin Opassathaworn""]","[""Rachit Kusonkoonsiri""]"
3745,The Baby-Sitters Club,series,Ann M. Martin&#39;s beloved books get a modern update in this series that follows a group of girlfriends and their homegrown babysitting business.,"[""TV Dramas"",""Kids&#39; TV"",""TV Shows Based on Books"",""Family Watch Together TV""]","[""Alicia Silverstone"",""Aya Furukawa"",""Jessica Elaina Eason"",""Malia Baker"",""Marc Evan Jackson"",""Mark Feuerstein"",""Momona Tamada"",""Shay Rudolph"",""Sophie Grace"",""Xochitl Gomez""]","[""Rachel Shukert""]"
3746,The World of the Married,series,"A turbulent twister of lies, betrayals and revenge tears apart the seemingly picture-perfect marriage between a doctor and a filmmaker.","[""TV Dramas"",""Romantic TV Dramas"",""K-dramas"",""Korean TV Shows""]","[""Chae Gook-hee"",""Han So-hee"",""Kim Hee-ae"",""Kim Young-min"",""Lee Gyoung-young"",""Park Hae-joon"",""Park Sun-young""]","[""Joo Hyun"",""Kang Eun-kyung"",""Kim Sung-jin"",""Mo Wan-il""]"
3747,Warrior Nun,series,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.","[""TV Action & Adventure"",""Teen TV Shows"",""US TV Shows"",""Fantasy TV Shows"",""TV Shows Based on Comics"",""TV Mysteries""]","[""Alba Baptista"",""Kristina Tonteri-Young"",""Lorena Andrea"",""Toya Turner"",""TristÃ¡n Ulloa""]","[""Simon Barry""]"
3748,H,series,"At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision.","[""Comedy Programmes"",""French TV Programmes"",""Sitcoms""]","[""Ã‰ric Judor"",""Catherine Benguigui"",""Jamel Debbouze"",""Jean-Luc Bideau"",""Ramzy Bedia"",""Sophie Mounicot""]","[""Ã‰ric Judor"",""Kader Aoun"",""Xavier Matthieu""]"
3749,All For Love,series,"A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.","[""Drama Programmes"",""Romantic TV Dramas"",""Music & Musicals"",""Latin American TV Programmes"",""Music"",""Latin Music"",""TV Soaps"",""Romantic TV Soaps"",""Latin American Music & Musicals"",""Colombian TV Shows""]","[""Alina Lozano"",""Ana María Estupiñán"",""Carlos Torres"",""Jim Muñoz"",""Juan del Río"",""Juan Millán"",""Julio Sánchez Cóccaro"",""Mario Duarte"",""Valeria Gálviz"",""Yuri Vargas""]","[""Nubia Barreto""]"
3750,Twogether,series,"Paired together for an unforgettable trip across Asia, stars Lee Seung-gi and Jasper Liu become buddies as they connect with fans and local cultures.","[""Reality TV"",""Korean TV Shows"",""Food & Travel TV"",""Lifestyle"",""International Reality, Talk & Variety Shows"",""Variety Entertainment"",""Reality, Variety & Talk Shows"",""Korean Reality, Variety & Talk Shows""]","[""Jasper Liu"",""Lee Seung-gi""]","[""Chang Hyuk-jae"",""Cho Hyo-jin"",""Go Min-seok""]"
3751,Borgen,series,A shocking turn of events puts Birgitte Nyborg in the Danish prime minister&#39;s seat as her country&#39;s first female leader in this landmark drama.,"[""TV Dramas"",""Political TV Shows"",""Scandinavian TV Shows"",""Danish TV Shows"",""Social Issue TV Dramas"",""Nordic TV Shows""]","[""Alastair Mackenzie"",""Anders Juul"",""Anne Sofie Espersen"",""Benedikte Hansen"",""Birgitte Hjort Sørensen"",""Bjarne Henriksen"",""Christian Tafdrup"",""Christoph Bastrup"",""Dar Salim"",""Emil Poulsen"",""Freja Riemann"",""Iben Dorner"",""Jens Albinus"",""Julie Agnete Vang"",""Kasper Lange"",""Kristian Halken"",""Lars Knutzon"",""Lisbeth Wulff"",""Marie Askehave"",""Mikael Birkkjaer"",""Mille Dinesen"",""Morten Kirkskov"",""Ole Thestrup"",""Peter Mygind"",""Pilou Asbæk"",""Ricard Lawrence"",""Rikke Lylloff"",""Sidse Babett Knudsen"",""Søren Malling"",""Søren Spanning"",""Thomas Levin""]","[""Adam Price""]"
3752,It&#39;s Okay to Not Be Okay,series,An extraordinary road to emotional healing opens up for an antisocial children&#39;s book writer and a selfless psych ward caretaker when they cross paths.,"[""TV Comedies"",""TV Dramas"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Korean TV Shows"",""K-dramas""]","[""Jang Young-nam"",""Kang Ki-doong"",""Kim Chang-wan"",""Kim Ju-hun"",""Kim Mee-kyung"",""Kim Soo-hyun"",""Oh Jung-se"",""Park Gyu-young"",""Seo Yea-ji""]","[""Jo Yong"",""Park Shin-woo""]"
3753,The Tale of Nokdu,series,"While on the run for his life, a young man discovers that the best place to lie low is in a village of widows â€” disguised as a woman.","[""TV Comedies"",""TV Dramas"",""Period Pieces"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Korean TV Shows"",""K-dramas based on Webtoon"",""International Period Pieces""]","[""Jang Dong-yoon"",""Jeong Jun-ho"",""Kang Tae-oh"",""Kim So-hyun""]","[""Kim Dong-hwi"",""Lim Ye-jin""]"
3754,Doctor Prisoner,series,"After his career is sabotaged by the wealthy, a doctor gets a job at a prison seeking vengeance on those who are too powerful to be governed by the law.","[""TV Dramas"",""Korean TV Shows"",""TV Thrillers""]","[""Choi Won-young"",""Jang Hyun-sung"",""Kim Byoung-cheol"",""Kim Jung-nan"",""Kwon Na-ra"",""Namgung Min""]","[""Hwang In-Hyuk"",""Park Gye-ok""]"
3755,Angel&#39;s Last Mission: Love,series,"As a punishment for meddling in human affairs, an angel faces the impossible task of finding a soulmate for a cold-hearted ballerina.","[""Korean TV Shows"",""Fantasy TV Shows""]","[""Do Ji-won"",""Gil Eun-hye"",""Kim Bo-mi"",""Kim In-kwon"",""Kim Myung-soo"",""Kim Seung-wook"",""Lee Dong-gun"",""Shin Hye-sun"",""Woo Hee-jin""]","[""Choi Yoon-kyo"",""Lee Jeong-sub""]"
3756,The Woods,series,Evidence found on the body of a homicide victim sparks hope in a prosecutor that his sister who disappeared 25 years earlier could still be alive.,"[""TV Mysteries"",""TV Dramas"",""Crime TV Dramas"",""TV Thrillers"",""Polish TV Shows"",""TV Shows Based on Books""]","[""Adam Wietrzyński"",""Agnieszka Grochowska"",""Ewa Skibińska"",""Grzegorz Damięcki"",""Hubert Miłkowski"",""Jacek Koman"",""Krzysztof Zarzecki"",""Martyna Byczkowska"",""Roman Gancarczyk"",""Wiktoria Filus""]","[""Harlan Coben""]"
3757,Whispers,series,"When suspicions grow around the death of their patriarch, an affluent family begin to peel back the truth as dark secrets come to light.","[""TV Dramas"",""Middle Eastern TV Shows""]","[""Abdul Mohsen Alnimer"",""Ali Alsharif"",""Elham Ali"",""Leila Arabi"",""Mohamed Ali"",""Mysoon Alruwaily"",""Nada Tawhid"",""Norah Alanbar"",""Shaimaa Alfdl""]","[""Hana Abdullah Alomair""]"
